user_id,book_id,review_id,rating,review_text,average_rating,description,url,image_url,work_id,title,Genre,processed_text,sentiment_score
7b2e5fe9fd353fecf3eeebb4850b88d3,16074339,4f4371f0f6d47418da462e36f3406c4f,4,"b""Wow.......a very fast read, because you don't want to stop! \n Again Kathi magically intertwines many different lives into the same story. \n Not only is it a great read aloud potential but you have the layered \n struggles of all of the characters who through very different methods are all striving for the same goal - save the swamp!! \n A must for all!""",3.91,"""Librarians often say that every book is not for every child, but The True Blue Scouts of Sugar Man Swamp is"" (The New York Times). Meet Bingo and J'miah, raccoon brothers on a mission to save Sugar Man Swamp in this rollicking tale and National Book Award Finalist from Newbery Honoree Kathi Appelt.
Raccoon brothers Bingo and J'miah are the newest recruits of the Official Sugar Man Swamp Scouts. The opportunity to serve the Sugar Man--the massive creature who delights in delicious sugar cane and magnanimously rules over the swamp--is an honor, and also a big responsibility, since the rest of the swamp critters rely heavily on the intel of these hardworking Scouts.
Twelve-year-old Chap Brayburn is not a member of any such organization. But he loves the swamp something fierce, and he'll do anything to help protect it.
And help is surely needed, because world-class alligator wrestler Jaeger Stitch wants to turn Sugar Man swamp into an Alligator World Wrestling Arena and Theme Park, and the troubles don't end there. There is also a gang of wild feral hogs on the march, headed straight toward them all.
The Scouts are ready. All they have to do is wake up the Sugar Man. Problem is, no one's been able to wake that fellow up in a decade or four...
Newbery Honoree and Kathi Appelt's story of care and conservation has received five starred reviews, was selected as a National Book Award finalist, and is funny as all get out and ripe for reading aloud.",https://www.goodreads.com/book/show/16074339-the-true-blue-scouts-of-sugar-man-swamp,https://images.gr-assets.com/books/1406525822m/16074339.jpg,21869241,The True Blue Scouts of Sugar Man Swamp,Children,wow a very fast read because you don t want to stop again kathi magically intertwines many different life into the same story not only is it a great read aloud potential but you have the layered struggle of all of the character who through very different method are all striving for the same goal save the swamp a must for all,0.705
46e23d760843b8c9a4108a55cd92413d,16074339,20f45166118f19643938c164c936cc3d,4,"b""I have never liked animal stories, ever, and I'm not really a fan of the author's style. So imagine my surprise that I was actually charmed by this. And that the racoons were my favorite part. I loved the writing style, even though folksy charm generally turns me off, and I think it would be a fabulous read aloud. Definitely distinguished. And the characterizations were similarly distinguished. I thought the mix of chapter lengths worked to really zip things along, and the large mix of POVs were pretty seamlessly woven together. Very distinguished. But my God, the pacing was weird. It zipped, but to what? Nothing happened. I felt like it was doing a great job of building to something, and it never actually did. And then it was pretty much all for nothing? What was the point? It was super charming and lovely, and I surprised myself by enjoying it, but the plot/pacing is a big issue.""",3.91,"""Librarians often say that every book is not for every child, but The True Blue Scouts of Sugar Man Swamp is"" (The New York Times). Meet Bingo and J'miah, raccoon brothers on a mission to save Sugar Man Swamp in this rollicking tale and National Book Award Finalist from Newbery Honoree Kathi Appelt.
Raccoon brothers Bingo and J'miah are the newest recruits of the Official Sugar Man Swamp Scouts. The opportunity to serve the Sugar Man--the massive creature who delights in delicious sugar cane and magnanimously rules over the swamp--is an honor, and also a big responsibility, since the rest of the swamp critters rely heavily on the intel of these hardworking Scouts.
Twelve-year-old Chap Brayburn is not a member of any such organization. But he loves the swamp something fierce, and he'll do anything to help protect it.
And help is surely needed, because world-class alligator wrestler Jaeger Stitch wants to turn Sugar Man swamp into an Alligator World Wrestling Arena and Theme Park, and the troubles don't end there. There is also a gang of wild feral hogs on the march, headed straight toward them all.
The Scouts are ready. All they have to do is wake up the Sugar Man. Problem is, no one's been able to wake that fellow up in a decade or four...
Newbery Honoree and Kathi Appelt's story of care and conservation has received five starred reviews, was selected as a National Book Award finalist, and is funny as all get out and ripe for reading aloud.",https://www.goodreads.com/book/show/16074339-the-true-blue-scouts-of-sugar-man-swamp,https://images.gr-assets.com/books/1406525822m/16074339.jpg,21869241,The True Blue Scouts of Sugar Man Swamp,Children,i have never liked animal story ever and i m not really a fan of the author s style so imagine my surprise that i wa actually charmed by this and that the racoon were my favorite part i loved the writing style even though folksy charm generally turn me off and i think it would be a fabulous read aloud definitely distinguished and the characterization were similarly distinguished i thought the mix of chapter length worked to really zip thing along and the large mix of povs were pretty seamlessly woven together very distinguished but my god the pacing wa weird it zipped but to what nothing happened i felt like it wa doing a great job of building to something and it never actually did and then it wa pretty much all for nothing what wa the point it wa super charming and lovely and i surprised myself by enjoying it but the plot pacing is a big issue,0.9937
7b2e5fe9fd353fecf3eeebb4850b88d3,15926775,371df29dd3f12d4f38abfcca6adebd0f,4,"b""So, cute !! Sophie doesn't want to eat the squash bought at the market but to keep it as her friend and companion - all is well until little squash starts getting some brown spots - sweet and fun!!""",4.24,"On a trip to the farmers' market with her parents, Sophie chooses a squash, but instead of letting her mom cook it, she names it Bernice. From then on, Sophie brings Bernice everywhere, despite her parents' gentle warnings that Bernice will begin to rot. As winter nears, Sophie does start to notice changes.... What's a girl to do when the squash she loves is in trouble?",https://www.goodreads.com/book/show/15926775-sophie-s-squash,https://images.gr-assets.com/books/1404959958m/15926775.jpg,21677370,Sophie's Squash,Children,so cute sophie doesn t want to eat the squash bought at the market but to keep it a her friend and companion all is well until little squash start getting some brown spot sweet and fun,0.9565
0580ba7a203e079d8f89588007c13374,15926775,20ecfa7cbf582c74e1619ea2b3c64e64,4,b'My son used to adopt his pumpkin and call it pumpky....',4.24,"On a trip to the farmers' market with her parents, Sophie chooses a squash, but instead of letting her mom cook it, she names it Bernice. From then on, Sophie brings Bernice everywhere, despite her parents' gentle warnings that Bernice will begin to rot. As winter nears, Sophie does start to notice changes.... What's a girl to do when the squash she loves is in trouble?",https://www.goodreads.com/book/show/15926775-sophie-s-squash,https://images.gr-assets.com/books/1404959958m/15926775.jpg,21677370,Sophie's Squash,Children,my son used to adopt his pumpkin and call it pumpky,0.1779
18ce2620e2194e3bb1e54639ea84a3ff,15926775,d3ccc1060d6773ba9d702ab1e13b6908,4,b'Very cute! My youngest daughter wants a squash of her own. :)',4.24,"On a trip to the farmers' market with her parents, Sophie chooses a squash, but instead of letting her mom cook it, she names it Bernice. From then on, Sophie brings Bernice everywhere, despite her parents' gentle warnings that Bernice will begin to rot. As winter nears, Sophie does start to notice changes.... What's a girl to do when the squash she loves is in trouble?",https://www.goodreads.com/book/show/15926775-sophie-s-squash,https://images.gr-assets.com/books/1404959958m/15926775.jpg,21677370,Sophie's Squash,Children,very cute my youngest daughter want a squash of her own,0.5563
0b00aeb045c3aed79c4121f4e3c6452b,15926775,21d48fa839b0f3226f8866cea1098e1e,5,"b'This book was such an endearing testament to friendship, and also on some level, a simple look at the rebirth of a cherished thing thought to be lost. \n I feel like Sophie and I would have been friends as kids. <3'",4.24,"On a trip to the farmers' market with her parents, Sophie chooses a squash, but instead of letting her mom cook it, she names it Bernice. From then on, Sophie brings Bernice everywhere, despite her parents' gentle warnings that Bernice will begin to rot. As winter nears, Sophie does start to notice changes.... What's a girl to do when the squash she loves is in trouble?",https://www.goodreads.com/book/show/15926775-sophie-s-squash,https://images.gr-assets.com/books/1404959958m/15926775.jpg,21677370,Sophie's Squash,Children,this book wa such an endearing testament to friendship and also on some level a simple look at the rebirth of a cherished thing thought to be lost i feel like sophie and i would have been friend a kid,0.8625
488c0b685426bdaaa8d3b61c07f47663,15926775,10fd50c91ac182ec02ac7f4f7ea158c7,5,"b""I'm going to read this for a gardening story time. I think it was a really sweet story about the life cycle of Bernice and her friend Sophie.""",4.24,"On a trip to the farmers' market with her parents, Sophie chooses a squash, but instead of letting her mom cook it, she names it Bernice. From then on, Sophie brings Bernice everywhere, despite her parents' gentle warnings that Bernice will begin to rot. As winter nears, Sophie does start to notice changes.... What's a girl to do when the squash she loves is in trouble?",https://www.goodreads.com/book/show/15926775-sophie-s-squash,https://images.gr-assets.com/books/1404959958m/15926775.jpg,21677370,Sophie's Squash,Children,i m going to read this for a gardening story time i think it wa a really sweet story about the life cycle of bernice and her friend sophie,0.7574
1944057e705748b470612804bf12de97,15926775,288a929f2dae5fba3d4f58dd4fb5cdc4,5,"b'I was smiling and even chuckling throughout this fun book. What\'s there not to love about a little girl who befriends a butternut squash and names it Bernice!? It\'s love at first sight, but alas, squashes don\'t last forever... The way Sophie\'s ""problem"" is solved is very sweet.'",4.24,"On a trip to the farmers' market with her parents, Sophie chooses a squash, but instead of letting her mom cook it, she names it Bernice. From then on, Sophie brings Bernice everywhere, despite her parents' gentle warnings that Bernice will begin to rot. As winter nears, Sophie does start to notice changes.... What's a girl to do when the squash she loves is in trouble?",https://www.goodreads.com/book/show/15926775-sophie-s-squash,https://images.gr-assets.com/books/1404959958m/15926775.jpg,21677370,Sophie's Squash,Children,i wa smiling and even chuckling throughout this fun book what s there not to love about a little girl who befriends a butternut squash and name it bernice it s love at first sight but ala squash don t last forever the way sophie s problem is solved is very sweet,0.8319
012aa353140af13109d00ca36cdc0637,14603113,0328208962a24a7cd3fa59484d4f2b65,5,b'Hilarious must for zombie fans...',3.78,"In this parody of a children's classic, a very hungry zombie eats his way through a variety of his favorite foods, including clowns, astronauts, rock stars, fingers, and brains.",https://www.goodreads.com/book/show/14603113-the-very-hungry-zombie,https://images.gr-assets.com/books/1391341702m/14603113.jpg,20245886,The Very Hungry Zombie: A Parody,Children,hilarious must for zombie fan,0.6124
e177e5c8c25ed36bc82d3ac5a63c203a,14603113,58cb5248cff5463c3bd8bb455df7b225,5,"b""** spoiler alert ** \n He's just as cute and fun as the Caterpillar. The layout with the popups are very engaging. I'm very happy someone shelved this in the children's area by mistake. Otherwise I might not have seen it.""",3.78,"In this parody of a children's classic, a very hungry zombie eats his way through a variety of his favorite foods, including clowns, astronauts, rock stars, fingers, and brains.",https://www.goodreads.com/book/show/14603113-the-very-hungry-zombie,https://images.gr-assets.com/books/1391341702m/14603113.jpg,20245886,The Very Hungry Zombie: A Parody,Children,spoiler alert he s just a cute and fun a the caterpillar the layout with the popups are very engaging i m very happy someone shelved this in the child s area by mistake otherwise i might not have seen it,0.915
